,ID,duration,wav,start,stop,spk_id,present_label
199767,id03725--0PPXlkpYEBs--00003_900_1200,18.24,/localscratch/voxceleb1/wav/id03725/0PPXlkpYEBs/00003.wav,144000,192000,id03725,False
212059,id05141--Y7peabBAPGE--00262_600_900,15.104,/localscratch/voxceleb1/wav/id05141/Y7peabBAPGE/00262.wav,96000,144000,id05141,False
60165,id00513--0Wkc62sflX8--00015_0_300,6.592,/localscratch/voxceleb1/wav/id00513/0Wkc62sflX8/00015.wav,0,48000,id00513,False
51267,id08831--G4CAe8QxsJY--00064_0_300,7.36,/localscratch/voxceleb1/wav/id08831/G4CAe8QxsJY/00064.wav,0,48000,id08831,False
77716,id01905--k8FfIO9cTQ0--00268_900_1200,39.68,/localscratch/voxceleb1/wav/id01905/k8FfIO9cTQ0/00268.wav,144000,192000,id01905,False
25137,id02948--uwJofP9Ri2o--00439_0_300,4.864,/localscratch/voxceleb1/wav/id02948/uwJofP9Ri2o/00439.wav,0,48000,id02948,False
94356,id02538--rLGXkfq5r_8--00445_600_900,9.408,/localscratch/voxceleb1/wav/id02538/rLGXkfq5r_8/00445.wav,96000,144000,id02538,False
16530,id06115--iqdtOmVNraw--00163_0_300,4.288,/localscratch/voxceleb1/wav/id06115/iqdtOmVNraw/00163.wav,0,48000,id06115,False
79322,id07662--myB8cpUnQyo--00284_600_900,39.104,/localscratch/voxceleb1/wav/id07662/myB8cpUnQyo/00284.wav,96000,144000,id07662,False
116971,id03390--tsBCLty05sk--00069_300_600,6.208,/localscratch/voxceleb1/wav/id03390/tsBCLty05sk/00069.wav,48000,96000,id03390,False
127905,id10507--hTERtQ8v4-c--00001_0_300,4.4400625,/localscratch/voxceleb1/wav/id10507/hTERtQ8v4-c/00001.wav,0,48000,id10507,False
228694,id03207--rhnsCwKNeRU--00449_1200_1500,19.072,/localscratch/voxceleb1/wav/id03207/rhnsCwKNeRU/00449.wav,192000,240000,id03207,False
71846,id05453--rjf8b_LLZ6g--00408_0_300,9.024,/localscratch/voxceleb1/wav/id05453/rjf8b_LLZ6g/00408.wav,0,48000,id05453,False
107428,id01960--udd2C8yHv34--00445_600_900,12.928,/localscratch/voxceleb1/wav/id01960/udd2C8yHv34/00445.wav,96000,144000,id01960,False
240165,id07240--ZZ6q2GSOiuA--00114_300_600,8.256,/localscratch/voxceleb1/wav/id07240/ZZ6q2GSOiuA/00114.wav,48000,96000,id07240,False
260764,id07955--DIkYLEsgfnc--00123_300_600,9.984,/localscratch/voxceleb1/wav/id07955/DIkYLEsgfnc/00123.wav,48000,96000,id07955,False
142042,id00568--Vx6PtURIIl4--00165_300_600,6.592,/localscratch/voxceleb1/wav/id00568/Vx6PtURIIl4/00165.wav,48000,96000,id00568,False
190204,id11099--0Wmbm5f50OA--00089_600_900,14.0400625,/localscratch/voxceleb1/wav/id11099/0Wmbm5f50OA/00089.wav,96000,144000,id11099,False
79013,id02715--QT5Tb2crN68--00122_600_900,19.008,/localscratch/voxceleb1/wav/id02715/QT5Tb2crN68/00122.wav,96000,144000,id02715,False
52422,id04479--dZDi08EqYTk--00135_300_600,6.592,/localscratch/voxceleb1/wav/id04479/dZDi08EqYTk/00135.wav,48000,96000,id04479,False
127246,id04907--RZqQ1E89NPw--00258_300_600,7.296,/localscratch/voxceleb1/wav/id04907/RZqQ1E89NPw/00258.wav,48000,96000,id04907,False
55991,id00406--4NHkoNpjHY8--00008_300_600,14.464,/localscratch/voxceleb1/wav/id00406/4NHkoNpjHY8/00008.wav,48000,96000,id00406,False
2309,id11075--avJJKruS0rk--00006_600_900,13.4400625,/localscratch/voxceleb1/wav/id11075/avJJKruS0rk/00006.wav,96000,144000,id11075,False
66686,id00978--m-cXlo0aJ5M--00356_0_300,9.472,/localscratch/voxceleb1/wav/id00978/m-cXlo0aJ5M/00356.wav,0,48000,id00978,False
234815,id05451--4kTnnTVSfy8--00025_0_300,5.056,/localscratch/voxceleb1/wav/id05451/4kTnnTVSfy8/00025.wav,0,48000,id05451,False
252084,id04458--_qkFxklXQS8--00235_4200_4500,58.304,/localscratch/voxceleb1/wav/id04458/_qkFxklXQS8/00235.wav,672000,720000,id04458,False
161118,id03752--aoPYupXE-qE--00128_0_300,8.896,/localscratch/voxceleb1/wav/id03752/aoPYupXE-qE/00128.wav,0,48000,id03752,False
91362,id10444--8hVeaaoKSMs--00003_0_300,4.9200625,/localscratch/voxceleb1/wav/id10444/8hVeaaoKSMs/00003.wav,0,48000,id10444,False
159333,id10326--NKOA_Q89wDM--00154_1800_2100,21.1200625,/localscratch/voxceleb1/wav/id10326/NKOA_Q89wDM/00154.wav,288000,336000,id10326,False
3935,id03768--pQ0R6YctWS4--00390_1200_1500,15.104,/localscratch/voxceleb1/wav/id03768/pQ0R6YctWS4/00390.wav,192000,240000,id03768,False
232796,id01614--6PLbUU9CkYk--00018_2400_2700,82.496,/localscratch/voxceleb1/wav/id01614/6PLbUU9CkYk/00018.wav,384000,432000,id01614,False
119461,id08564--MeDnD7sX1AY--00068_300_600,17.152,/localscratch/voxceleb1/wav/id08564/MeDnD7sX1AY/00068.wav,48000,96000,id08564,False
49291,id04370--iFlz_ACfxy0--00126_0_300,4.096,/localscratch/voxceleb1/wav/id04370/iFlz_ACfxy0/00126.wav,0,48000,id04370,False
126547,id06423--I6yGk-kGzWI--00083_0_300,6.784,/localscratch/voxceleb1/wav/id06423/I6yGk-kGzWI/00083.wav,0,48000,id06423,False
8454,id08442--zd3PTaG4NH8--00179_0_300,4.736,/localscratch/voxceleb1/wav/id08442/zd3PTaG4NH8/00179.wav,0,48000,id08442,False
230234,id02998--OpzBQKwuY6k--00096_0_300,9.856,/localscratch/voxceleb1/wav/id02998/OpzBQKwuY6k/00096.wav,0,48000,id02998,False
111879,id07980--eXavBsRXQhc--00305_300_600,6.976,/localscratch/voxceleb1/wav/id07980/eXavBsRXQhc/00305.wav,48000,96000,id07980,False
101210,id08885--hbTZbKCrts8--00322_600_900,24.448,/localscratch/voxceleb1/wav/id08885/hbTZbKCrts8/00322.wav,96000,144000,id08885,False
12101,id08863--v2u3KBcAbNA--00277_600_900,11.456,/localscratch/voxceleb1/wav/id08863/v2u3KBcAbNA/00277.wav,96000,144000,id08863,False
152976,id04780--HaxQINDun_Q--00117_900_1200,16.384,/localscratch/voxceleb1/wav/id04780/HaxQINDun_Q/00117.wav,144000,192000,id04780,False
164341,id01584--56V3IthJSUg--00039_0_300,5.44,/localscratch/voxceleb1/wav/id01584/56V3IthJSUg/00039.wav,0,48000,id01584,False
144018,id10576--QOhMP78Zro8--00009_1200_1500,18.2400625,/localscratch/voxceleb1/wav/id10576/QOhMP78Zro8/00009.wav,192000,240000,id10576,False
94459,id06713--8_AC9QSno9M--00092_0_300,5.248,/localscratch/voxceleb1/wav/id06713/8_AC9QSno9M/00092.wav,0,48000,id06713,False
207770,id04684--tW70UDrLTiw--00447_0_300,6.912,/localscratch/voxceleb1/wav/id04684/tW70UDrLTiw/00447.wav,0,48000,id04684,False
254685,id08994--KL3HU4p2dxg--00089_300_600,7.616,/localscratch/voxceleb1/wav/id08994/KL3HU4p2dxg/00089.wav,48000,96000,id08994,False
100467,id01280--U_kcaCzIvp0--00204_900_1200,34.048,/localscratch/voxceleb1/wav/id01280/U_kcaCzIvp0/00204.wav,144000,192000,id01280,False
37135,id00262--NvKg7skyajA--00093_0_300,6.784,/localscratch/voxceleb1/wav/id00262/NvKg7skyajA/00093.wav,0,48000,id00262,False
208978,id01269--zovVbjKsVs4--00257_300_600,30.016,/localscratch/voxceleb1/wav/id01269/zovVbjKsVs4/00257.wav,48000,96000,id01269,False
131673,id00223--inKAxrlH4d4--00091_0_300,3.968,/localscratch/voxceleb1/wav/id00223/inKAxrlH4d4/00091.wav,0,48000,id00223,False
9919,id05585--GI288-J1OKw--00065_600_900,13.824,/localscratch/voxceleb1/wav/id05585/GI288-J1OKw/00065.wav,96000,144000,id05585,False
55968,id05427--jZ6wAd7gzz4--00199_0_300,5.696,/localscratch/voxceleb1/wav/id05427/jZ6wAd7gzz4/00199.wav,0,48000,id05427,False
224732,id08289--Htt54WSgf_c--00256_0_300,6.336,/localscratch/voxceleb1/wav/id08289/Htt54WSgf_c/00256.wav,0,48000,id08289,False
188441,id04184--vvsuZ_aAA78--00486_0_300,5.056,/localscratch/voxceleb1/wav/id04184/vvsuZ_aAA78/00486.wav,0,48000,id04184,False
146534,id05957--h9o5Zx7m4Fs--00276_2400_2700,39.616,/localscratch/voxceleb1/wav/id05957/h9o5Zx7m4Fs/00276.wav,384000,432000,id05957,False
42826,id00903--TAZvDslup4o--00143_600_900,17.984,/localscratch/voxceleb1/wav/id00903/TAZvDslup4o/00143.wav,96000,144000,id00903,False
213096,id00835--hBnwbqgs1mY--00147_0_300,6.72,/localscratch/voxceleb1/wav/id00835/hBnwbqgs1mY/00147.wav,0,48000,id00835,False
234142,id01216--LYn8hXW1oig--00038_0_300,9.856,/localscratch/voxceleb1/wav/id01216/LYn8hXW1oig/00038.wav,0,48000,id01216,False
64630,id01101--jFuuVvZwsfg--00329_0_300,6.016,/localscratch/voxceleb1/wav/id01101/jFuuVvZwsfg/00329.wav,0,48000,id01101,False
60545,id01511--TJqWw95G7rw--00338_300_600,7.04,/localscratch/voxceleb1/wav/id01511/TJqWw95G7rw/00338.wav,48000,96000,id01511,False
260162,id07389--d8hcj_k-A9Q--00052_0_300,5.248,/localscratch/voxceleb1/wav/id07389/d8hcj_k-A9Q/00052.wav,0,48000,id07389,False
78462,id06559--F1-OY16y77s--00028_0_300,5.504,/localscratch/voxceleb1/wav/id06559/F1-OY16y77s/00028.wav,0,48000,id06559,False
99129,id05978--yVagtqUhecM--00433_300_600,6.848,/localscratch/voxceleb1/wav/id05978/yVagtqUhecM/00433.wav,48000,96000,id05978,False
214337,id09032--htsrEgyD9zg--00323_300_600,9.024,/localscratch/voxceleb1/wav/id09032/htsrEgyD9zg/00323.wav,48000,96000,id09032,False
164078,id04387--wMdb5H-ycWk--00255_300_600,10.944,/localscratch/voxceleb1/wav/id04387/wMdb5H-ycWk/00255.wav,48000,96000,id04387,False
113768,id03919--OMH0vj5h--w--00065_0_300,5.184,/localscratch/voxceleb1/wav/id03919/OMH0vj5h--w/00065.wav,0,48000,id03919,False
243158,id05060--BoZgAgvEhxQ--00043_0_300,4.736,/localscratch/voxceleb1/wav/id05060/BoZgAgvEhxQ/00043.wav,0,48000,id05060,False
116811,id06922--X0ZgtNgw5G0--00036_0_300,10.752,/localscratch/voxceleb1/wav/id06922/X0ZgtNgw5G0/00036.wav,0,48000,id06922,False
89812,id06389--auGBB0n5W3o--00085_0_300,12.736,/localscratch/voxceleb1/wav/id06389/auGBB0n5W3o/00085.wav,0,48000,id06389,False
144222,id05934--hM-BOkjrJM8--00190_0_300,5.056,/localscratch/voxceleb1/wav/id05934/hM-BOkjrJM8/00190.wav,0,48000,id05934,False
177696,id03336--u6NQUwTCR1Y--00438_300_600,25.728,/localscratch/voxceleb1/wav/id03336/u6NQUwTCR1Y/00438.wav,48000,96000,id03336,False
129664,id07072--q0Ggeq75Eec--00159_600_900,13.632,/localscratch/voxceleb1/wav/id07072/q0Ggeq75Eec/00159.wav,96000,144000,id07072,False
249120,id00783--qVeoKAd0wcc--00122_0_300,5.76,/localscratch/voxceleb1/wav/id00783/qVeoKAd0wcc/00122.wav,0,48000,id00783,False
241638,id03269--adCMo405B4w--00353_600_900,14.656,/localscratch/voxceleb1/wav/id03269/adCMo405B4w/00353.wav,96000,144000,id03269,False
95510,id02437--7Fqx1Z_-P_U--00060_0_300,5.632,/localscratch/voxceleb1/wav/id02437/7Fqx1Z_-P_U/00060.wav,0,48000,id02437,False
258049,id05189--vam2GBpymDw--00340_0_300,4.864,/localscratch/voxceleb1/wav/id05189/vam2GBpymDw/00340.wav,0,48000,id05189,False
117613,id04694--ftPrFGYzgpw--00147_0_300,9.024,/localscratch/voxceleb1/wav/id04694/ftPrFGYzgpw/00147.wav,0,48000,id04694,False
242907,id08340--xC5Wq5LNgRw--00111_0_300,7.488,/localscratch/voxceleb1/wav/id08340/xC5Wq5LNgRw/00111.wav,0,48000,id08340,False
122958,id04417--9LRNGK2ip5c--00039_300_600,6.656,/localscratch/voxceleb1/wav/id04417/9LRNGK2ip5c/00039.wav,48000,96000,id04417,False
43997,id08885--a3TNVkk2Sg8--00213_0_300,9.536,/localscratch/voxceleb1/wav/id08885/a3TNVkk2Sg8/00213.wav,0,48000,id08885,False
23604,id04423--n-HP00lxC30--00415_600_900,14.656,/localscratch/voxceleb1/wav/id04423/n-HP00lxC30/00415.wav,96000,144000,id04423,False
240346,id05171--4K1H3_Nu9Dc--00107_1200_1500,18.304,/localscratch/voxceleb1/wav/id05171/4K1H3_Nu9Dc/00107.wav,192000,240000,id05171,False
78952,id07332--NdwCLzHMnIs--00204_300_600,17.344,/localscratch/voxceleb1/wav/id07332/NdwCLzHMnIs/00204.wav,48000,96000,id07332,False
2404,id03249--xK2Uv-82z_M--00065_0_300,5.376,/localscratch/voxceleb1/wav/id03249/xK2Uv-82z_M/00065.wav,0,48000,id03249,False
133348,id10254--q0sJfgH-2zI--00001_0_300,4.1600625,/localscratch/voxceleb1/wav/id10254/q0sJfgH-2zI/00001.wav,0,48000,id10254,False
150490,id00755--OTsLvP11-SM--00205_300_600,6.016,/localscratch/voxceleb1/wav/id00755/OTsLvP11-SM/00205.wav,48000,96000,id00755,False
128012,id03706--0JEIQilC1eA--00001_0_300,4.48,/localscratch/voxceleb1/wav/id03706/0JEIQilC1eA/00001.wav,0,48000,id03706,False
197752,id00694--eYR-8djunbE--00287_300_600,8.512,/localscratch/voxceleb1/wav/id00694/eYR-8djunbE/00287.wav,48000,96000,id00694,False
190287,id08381--gPMcj7NVvaI--00196_0_300,4.544,/localscratch/voxceleb1/wav/id08381/gPMcj7NVvaI/00196.wav,0,48000,id08381,False
136932,id04655--c7NS89Hj6ds--00330_0_300,4.672,/localscratch/voxceleb1/wav/id04655/c7NS89Hj6ds/00330.wav,0,48000,id04655,False
59518,id04699--zNz6asNiaAY--00053_300_600,6.336,/localscratch/voxceleb1/wav/id04699/zNz6asNiaAY/00053.wav,48000,96000,id04699,False
63420,id05716--hYa9lYSTs5o--00254_0_300,16.832,/localscratch/voxceleb1/wav/id05716/hYa9lYSTs5o/00254.wav,0,48000,id05716,False
44162,id05690--sD_86ZSML9c--00113_0_300,4.352,/localscratch/voxceleb1/wav/id05690/sD_86ZSML9c/00113.wav,0,48000,id05690,False
79713,id02340--E9fET2ex3No--00127_1800_2100,22.592,/localscratch/voxceleb1/wav/id02340/E9fET2ex3No/00127.wav,288000,336000,id02340,False
40044,id05016--sch_vfohBbM--00137_0_300,5.504,/localscratch/voxceleb1/wav/id05016/sch_vfohBbM/00137.wav,0,48000,id05016,False
161008,id02342--N-TsEkMSku4--00033_600_900,11.648,/localscratch/voxceleb1/wav/id02342/N-TsEkMSku4/00033.wav,96000,144000,id02342,False
148368,id10082--FWkA8o6AwB0--00020_1200_1500,26.4400625,/localscratch/voxceleb1/wav/id10082/FWkA8o6AwB0/00020.wav,192000,240000,id10082,False
93920,id04380--9iA5UEwSvNU--00108_0_300,4.416,/localscratch/voxceleb1/wav/id04380/9iA5UEwSvNU/00108.wav,0,48000,id04380,False
25164,id01718--Um9v55_UjuI--00108_300_600,7.808,/localscratch/voxceleb1/wav/id01718/Um9v55_UjuI/00108.wav,48000,96000,id01718,False
224049,id00344--CtP6N1RsehM--00034_0_300,8.0,/localscratch/voxceleb1/wav/id00344/CtP6N1RsehM/00034.wav,0,48000,id00344,False
145356,id07405--x2qV0EhOOG8--00441_600_900,15.36,/localscratch/voxceleb1/wav/id07405/x2qV0EhOOG8/00441.wav,96000,144000,id07405,False
158534,id05554--PHfxtOP1kKA--00189_1500_1800,51.328,/localscratch/voxceleb1/wav/id05554/PHfxtOP1kKA/00189.wav,240000,288000,id05554,False
210763,id05741--tmFrsD6tkV0--00436_1200_1500,19.136,/localscratch/voxceleb1/wav/id05741/tmFrsD6tkV0/00436.wav,192000,240000,id05741,False
199622,id07418--yjGdgIIYFmI--00489_600_900,10.496,/localscratch/voxceleb1/wav/id07418/yjGdgIIYFmI/00489.wav,96000,144000,id07418,False
66307,id05505--TQuRsT8QnU8--00101_1200_1500,24.448,/localscratch/voxceleb1/wav/id05505/TQuRsT8QnU8/00101.wav,192000,240000,id05505,False
125254,id03209--5V90VnAKHJQ--00155_300_600,11.072,/localscratch/voxceleb1/wav/id03209/5V90VnAKHJQ/00155.wav,48000,96000,id03209,False
227212,id06002--QPvY6Djy_2o--00135_0_300,4.928,/localscratch/voxceleb1/wav/id06002/QPvY6Djy_2o/00135.wav,0,48000,id06002,False
36941,id01662--1qgark65hVs--00038_0_300,10.624,/localscratch/voxceleb1/wav/id01662/1qgark65hVs/00038.wav,0,48000,id01662,False
34725,id07656--l0XqiHz6ZlE--00266_0_300,5.824,/localscratch/voxceleb1/wav/id07656/l0XqiHz6ZlE/00266.wav,0,48000,id07656,False
145631,id01132--o-xXrX3N2d0--00165_3000_3300,38.464,/localscratch/voxceleb1/wav/id01132/o-xXrX3N2d0/00165.wav,480000,528000,id01132,False
112214,id08525--1V01sdykwKg--00061_0_300,6.656,/localscratch/voxceleb1/wav/id08525/1V01sdykwKg/00061.wav,0,48000,id08525,False
95984,id06583--X9lGXVmeJL8--00200_300_600,64.896,/localscratch/voxceleb1/wav/id06583/X9lGXVmeJL8/00200.wav,48000,96000,id06583,False
138331,id08081--bqyMBuhDsY8--00155_900_1200,17.024,/localscratch/voxceleb1/wav/id08081/bqyMBuhDsY8/00155.wav,144000,192000,id08081,False
162321,id05201--kQuYAv830yw--00187_0_300,5.184,/localscratch/voxceleb1/wav/id05201/kQuYAv830yw/00187.wav,0,48000,id05201,False
77471,id01997--PDZFsCOFMw4--00033_900_1200,15.488,/localscratch/voxceleb1/wav/id01997/PDZFsCOFMw4/00033.wav,144000,192000,id01997,False
107843,id07982--81RQFMZEF5w--00058_1500_1800,18.944,/localscratch/voxceleb1/wav/id07982/81RQFMZEF5w/00058.wav,240000,288000,id07982,False
156411,id00078--9CoVxzTOAhk--00121_0_300,4.352,/localscratch/voxceleb1/wav/id00078/9CoVxzTOAhk/00121.wav,0,48000,id00078,False
147980,id02979--xCAwvgNeXvc--00438_0_300,7.488,/localscratch/voxceleb1/wav/id02979/xCAwvgNeXvc/00438.wav,0,48000,id02979,False
76323,id07258--oXR0IW6KnQg--00129_0_300,5.376,/localscratch/voxceleb1/wav/id07258/oXR0IW6KnQg/00129.wav,0,48000,id07258,False
76593,id08532--uMKqGdo-zn8--00163_0_300,6.4,/localscratch/voxceleb1/wav/id08532/uMKqGdo-zn8/00163.wav,0,48000,id08532,False
87273,id02578--ugGqSHnaPok--00324_1200_1500,26.752,/localscratch/voxceleb1/wav/id02578/ugGqSHnaPok/00324.wav,192000,240000,id02578,False
171009,id00971--Qx4iQOW2hHw--00221_3000_3300,43.904,/localscratch/voxceleb1/wav/id00971/Qx4iQOW2hHw/00221.wav,480000,528000,id00971,False
54786,id05276--kflv49JTDZE--00065_300_600,6.848,/localscratch/voxceleb1/wav/id05276/kflv49JTDZE/00065.wav,48000,96000,id05276,False
156361,id05828--b6v_lSvDC9Y--00270_0_300,4.672,/localscratch/voxceleb1/wav/id05828/b6v_lSvDC9Y/00270.wav,0,48000,id05828,False
199726,id07547--1Ow9VMX-vDA--00027_300_600,9.536,/localscratch/voxceleb1/wav/id07547/1Ow9VMX-vDA/00027.wav,48000,96000,id07547,False
239239,id07086--tBtWK21dkHI--00110_600_900,12.288,/localscratch/voxceleb1/wav/id07086/tBtWK21dkHI/00110.wav,96000,144000,id07086,False
85630,id08360--21U8-XMO_4c--00003_300_600,8.704,/localscratch/voxceleb1/wav/id08360/21U8-XMO_4c/00003.wav,48000,96000,id08360,False
156924,id02318--_wdqzUeKtJc--00176_300_600,9.024,/localscratch/voxceleb1/wav/id02318/_wdqzUeKtJc/00176.wav,48000,96000,id02318,False
43593,id04349--8h0HJmeZ0eg--00054_300_600,8.384,/localscratch/voxceleb1/wav/id04349/8h0HJmeZ0eg/00054.wav,48000,96000,id04349,False
191574,id04370--B9yLD6f02Zo--00008_1500_1800,18.112,/localscratch/voxceleb1/wav/id04370/B9yLD6f02Zo/00008.wav,240000,288000,id04370,False
27775,id08653--pQ2z9yloSBg--00332_600_900,12.544,/localscratch/voxceleb1/wav/id08653/pQ2z9yloSBg/00332.wav,96000,144000,id08653,False
53909,id05091--PXFR1tuHFWQ--00108_900_1200,12.288,/localscratch/voxceleb1/wav/id05091/PXFR1tuHFWQ/00108.wav,144000,192000,id05091,False
256415,id04380--09yztuS7DbQ--00008_0_300,5.888,/localscratch/voxceleb1/wav/id04380/09yztuS7DbQ/00008.wav,0,48000,id04380,False
206311,id07461--20nKbvqy2yI--00008_0_300,6.848,/localscratch/voxceleb1/wav/id07461/20nKbvqy2yI/00008.wav,0,48000,id07461,False
19343,id06837--QQflp5EnUd4--00064_600_900,9.408,/localscratch/voxceleb1/wav/id06837/QQflp5EnUd4/00064.wav,96000,144000,id06837,False
35386,id08349--KuH4B4z0jow--00038_900_1200,28.352,/localscratch/voxceleb1/wav/id08349/KuH4B4z0jow/00038.wav,144000,192000,id08349,False
111971,id02388--SxExbn1KgWY--00030_0_300,4.928,/localscratch/voxceleb1/wav/id02388/SxExbn1KgWY/00030.wav,0,48000,id02388,False
159392,id05986--9d1gKvfF5uk--00019_0_300,5.056,/localscratch/voxceleb1/wav/id05986/9d1gKvfF5uk/00019.wav,0,48000,id05986,False
84733,id03877--QGWBuVmqytI--00127_900_1200,13.056,/localscratch/voxceleb1/wav/id03877/QGWBuVmqytI/00127.wav,144000,192000,id03877,False
61068,id08660--D5BxxHpckoU--00053_600_900,21.184,/localscratch/voxceleb1/wav/id08660/D5BxxHpckoU/00053.wav,96000,144000,id08660,False
66335,id05060--rXbV0RA9RR0--00452_300_600,14.912,/localscratch/voxceleb1/wav/id05060/rXbV0RA9RR0/00452.wav,48000,96000,id05060,False
11826,id04015--xHZdEDM7A2g--00486_300_600,9.216,/localscratch/voxceleb1/wav/id04015/xHZdEDM7A2g/00486.wav,48000,96000,id04015,False
243673,id03683--El4VYCrwOSA--00064_0_300,7.36,/localscratch/voxceleb1/wav/id03683/El4VYCrwOSA/00064.wav,0,48000,id03683,False
95250,id10787--2JJDHVEvEwE--00007_900_1200,14.6400625,/localscratch/voxceleb1/wav/id10787/2JJDHVEvEwE/00007.wav,144000,192000,id10787,False
255146,id07556--4DTvteK-9gQ--00009_0_300,7.36,/localscratch/voxceleb1/wav/id07556/4DTvteK-9gQ/00009.wav,0,48000,id07556,False
173412,id04704--Q2wFwYvb62I--00066_0_300,5.376,/localscratch/voxceleb1/wav/id04704/Q2wFwYvb62I/00066.wav,0,48000,id04704,False
10606,id03815--FIiuZZMhUCs--00050_0_300,6.208,/localscratch/voxceleb1/wav/id03815/FIiuZZMhUCs/00050.wav,0,48000,id03815,False
27245,id04207--zKofvL4O9Xg--00289_300_600,13.76,/localscratch/voxceleb1/wav/id04207/zKofvL4O9Xg/00289.wav,48000,96000,id04207,False
22921,id08159--Tjdozo6L4Cg--00129_900_1200,12.096,/localscratch/voxceleb1/wav/id08159/Tjdozo6L4Cg/00129.wav,144000,192000,id08159,False
235525,id03258--HhBt0P3p0DE--00182_0_300,4.224,/localscratch/voxceleb1/wav/id03258/HhBt0P3p0DE/00182.wav,0,48000,id03258,False
103172,id01659--A0Za5o9e1fI--00071_300_600,33.344,/localscratch/voxceleb1/wav/id01659/A0Za5o9e1fI/00071.wav,48000,96000,id01659,False
2128,id06696--hLTSPmoH2eE--00249_300_600,11.904,/localscratch/voxceleb1/wav/id06696/hLTSPmoH2eE/00249.wav,48000,96000,id06696,False
76116,id08543--Y1_mvtEFCR4--00081_0_300,4.416,/localscratch/voxceleb1/wav/id08543/Y1_mvtEFCR4/00081.wav,0,48000,id08543,False
142003,id06552--Mw6LGTmYW30--00191_0_300,5.184,/localscratch/voxceleb1/wav/id06552/Mw6LGTmYW30/00191.wav,0,48000,id06552,False
60847,id08381--WGvyjKLLnp4--00179_0_300,13.696,/localscratch/voxceleb1/wav/id08381/WGvyjKLLnp4/00179.wav,0,48000,id08381,False
28996,id10318--YYsxcZ5saac--00002_1200_1500,28.0400625,/localscratch/voxceleb1/wav/id10318/YYsxcZ5saac/00002.wav,192000,240000,id10318,False
116548,id03675--SPyxPIY5-uk--00268_0_300,5.824,/localscratch/voxceleb1/wav/id03675/SPyxPIY5-uk/00268.wav,0,48000,id03675,False
46068,id01658--PgYlPj5dT54--00212_0_300,4.224,/localscratch/voxceleb1/wav/id01658/PgYlPj5dT54/00212.wav,0,48000,id01658,False
210299,id11183--9SU_D8T_D9c--00008_300_600,8.1200625,/localscratch/voxceleb1/wav/id11183/9SU_D8T_D9c/00008.wav,48000,96000,id11183,False
54168,id03905--yNcE6OW1kKU--00181_900_1200,19.968,/localscratch/voxceleb1/wav/id03905/yNcE6OW1kKU/00181.wav,144000,192000,id03905,False
166305,id07484--eFnj8IMxOfE--00057_0_300,5.44,/localscratch/voxceleb1/wav/id07484/eFnj8IMxOfE/00057.wav,0,48000,id07484,False
121329,id05241--Dj1oF7eS6rg--00146_0_300,15.744,/localscratch/voxceleb1/wav/id05241/Dj1oF7eS6rg/00146.wav,0,48000,id05241,False
226700,id04896--EuU0BGpG9C8--00067_300_600,10.432,/localscratch/voxceleb1/wav/id04896/EuU0BGpG9C8/00067.wav,48000,96000,id04896,False
108842,id00332--sdALRGtptps--00380_0_300,11.52,/localscratch/voxceleb1/wav/id00332/sdALRGtptps/00380.wav,0,48000,id00332,False
215468,id03690--dKbD8E3JbF4--00102_300_600,9.088,/localscratch/voxceleb1/wav/id03690/dKbD8E3JbF4/00102.wav,48000,96000,id03690,False
191396,id07535--Xd61MipuDow--00343_900_1200,16.704,/localscratch/voxceleb1/wav/id07535/Xd61MipuDow/00343.wav,144000,192000,id07535,False
213561,id00060--JpqliltLHGE--00126_600_900,11.648,/localscratch/voxceleb1/wav/id00060/JpqliltLHGE/00126.wav,96000,144000,id00060,False
214063,id10243--cwnfy_bTA6Q--00001_300_600,7.0000625,/localscratch/voxceleb1/wav/id10243/cwnfy_bTA6Q/00001.wav,48000,96000,id10243,False
73310,id07053--vnyVVptbc04--00111_600_900,9.664,/localscratch/voxceleb1/wav/id07053/vnyVVptbc04/00111.wav,96000,144000,id07053,False
237577,id07957--eeBCh7oUcxM--00141_0_300,42.368,/localscratch/voxceleb1/wav/id07957/eeBCh7oUcxM/00141.wav,0,48000,id07957,False
80628,id03924--tF1mCs-9xe4--00063_0_300,4.544,/localscratch/voxceleb1/wav/id03924/tF1mCs-9xe4/00063.wav,0,48000,id03924,False
146986,id11021--Bv8KIfGtQpE--00001_0_300,6.2400625,/localscratch/voxceleb1/wav/id11021/Bv8KIfGtQpE/00001.wav,0,48000,id11021,False
211988,id06438--PBkbJ6fHLCY--00021_0_300,4.224,/localscratch/voxceleb1/wav/id06438/PBkbJ6fHLCY/00021.wav,0,48000,id06438,False
206818,id05678--AoBqJ52tTlA--00040_0_300,13.12,/localscratch/voxceleb1/wav/id05678/AoBqJ52tTlA/00040.wav,0,48000,id05678,False
88945,id04560--oY8zPIdwM5o--00326_0_300,10.176,/localscratch/voxceleb1/wav/id04560/oY8zPIdwM5o/00326.wav,0,48000,id04560,False
182385,id03509--idHwxHVRCBs--00047_0_300,5.056,/localscratch/voxceleb1/wav/id03509/idHwxHVRCBs/00047.wav,0,48000,id03509,False
8579,id04658--qv5Bmw3tXNs--00269_0_300,4.032,/localscratch/voxceleb1/wav/id04658/qv5Bmw3tXNs/00269.wav,0,48000,id04658,False
